Plate;Infraction ID;Fine Amount;Issuing Agency;Issue Date;County Name
2398590;38;65.0;TRAFFIC;2017-04-06;New York City
JHN3638;40;115.0;TRAFFIC;2020-01-26;New York City
71329NA;20;65.0;TRAFFIC;2021-11-10;New York City
KLL2087;21;65.0;TRAFFIC;2023-01-23;Kings
CAS5248;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-12-09;Kings
89BD15;14;115.0;TRAFFIC;2020-11-23;Kings
Y201479C;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-09-01;Queens
GWR5939;21;45.0;TRAFFIC;2016-06-28;Queens
C110108;40;115.0;TRAFFIC;2017-05-15;New York City
KUR3624;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-22;Queens
16321MN;7;50.0;DEPARTMENT OF TRANSPORTATION;2019-05-24;Kings
GUZ3078;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-08-27;Queens
HES8562;21;45.0;TRAFFIC;2018-11-29;Bronx
HTV2577;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-07-12;New York City
JCF6879;50;115.0;TRAFFIC;2018-12-31;Queens
KGK7816;40;115.0;TRAFFIC;2020-12-12;Kings
FTT3879;10;115.0;TRAFFIC;2020-11-15;New York City
2B43A;13;115.0;TRAFFIC;2020-01-14;New York City
GVK8508;37;35.0;TRAFFIC;2017-05-01;Queens
DJG6699;70;65.0;TRAFFIC;2018-04-17;New York City
SXW63L;38;35.0;TRAFFIC;2016-10-20;Queens
AZ26569;38;35.0;TRAFFIC;2019-08-24;Kings
KHW2290;74;65.0;TRAFFIC;2022-04-25;New York City
JCF5293;71;65.0;TRAFFIC;2022-05-03;Queens
GRF3643;20;65.0;TRAFFIC;2017-08-16;New York City
CC58288;66;45.0;TRAFFIC;2023-08-23;Kings
89971MC;38;35.0;TRAFFIC;2018-02-26;Queens
JME4695;38;35.0;TRAFFIC;2021-05-25;Queens
X62FVN;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-06-14;New York City
FHP5080;14;115.0;TRAFFIC;2017-06-15;Queens
HJF9456;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-06-15;Bronx
KVT6435;21;65.0;TRAFFIC;2022-08-31;Bronx
XGXV74;48;115.0;TRAFFIC;2021-09-02;New York City
32718MM;14;115.0;TRAFFIC;2022-04-05;New York City
FFT8619;21;65.0;TRAFFIC;2023-04-10;New York City
EEY5617;14;115.0;TRAFFIC;2016-11-30;Bronx
ALW9627;70;65.0;TRAFFIC;2023-12-12;Bronx
A75KUU;31;115.0;TRAFFIC;2020-12-29;New York City
HAU1466;40;115.0;TRAFFIC;2016-05-02;Kings
75478MC;85;65.0;TRAFFIC;2018-07-25;Queens
DZM4249;31;115.0;TRAFFIC;2022-07-22;Queens
J76PEX;5;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-22;New York City
GTL9542;21;45.0;TRAFFIC;2016-09-07;Kings
29476CJ;9;115.0;TRAFFIC;2021-04-08;New York City
KGR5281;21;65.0;TRAFFIC;2023-08-01;Queens
C57MLV;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-04-02;Kings
BWAYACCT;31;115.0;TRAFFIC;2020-09-03;New York City
L54GKX;17;95.0;TRAFFIC;2020-10-19;New York City
KLW3440;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-09-08;Kings
KHL6551;31;115.0;TRAFFIC;2023-02-27;Queens
KZU5052;5;50.0;DEPARTMENT OF TRANSPORTATION;2023-07-15;Queens
CJZ2113;38;35.0;TRAFFIC;2020-12-22;Kings
T108555C;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-13;Queens
HDC8543;38;35.0;TRAFFIC;2017-05-17;Kings
HRP1386;16;95.0;TRAFFIC;2019-01-04;Bronx
JCB6145;21;65.0;TRAFFIC;2021-02-23;Kings
ABQ827;14;115.0;TRAFFIC;2019-03-07;Kings
FYM6639;21;45.0;TRAFFIC;2016-09-08;Queens
GMG9184;37;65.0;TRAFFIC;2016-11-05;New York City
KBS6764;71;65.0;TRAFFIC;2023-11-01;Bronx
AB12602;78;65.0;TRAFFIC;2018-08-23;Bronx
JGH2823;7;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-28;Kings
XEEF85;14;115.0;TRAFFIC;2019-01-30;New York City
23403MM;82;115.0;TRAFFIC;2019-08-02;Kings
77431MB;14;115.0;TRAFFIC;2018-05-01;New York City
87527MC;69;65.0;TRAFFIC;2017-01-10;New York City
HKM6491;37;35.0;TRAFFIC;2017-01-27;Kings
KED2369;38;35.0;TRAFFIC;2021-03-13;Bronx
ERB8612;19;115.0;TRAFFIC;2016-06-29;Queens
42092JM;14;115.0;TRAFFIC;2016-05-11;Kings
KDK9299;71;65.0;TRAFFIC;2021-04-16;Bronx
D95GBK;40;115.0;TRAFFIC;2017-08-06;New York City
KTD5817;21;65.0;TRAFFIC;2022-07-21;Kings
HYY9358;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-04-15;Queens
HAE9122;71;65.0;TRAFFIC;2017-09-14;Richmond
BL20462;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-06-17;Kings
GYR9416;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-11-04;New York City
GFH6340;72;65.0;TRAFFIC;2017-10-18;Queens
HPN3177;38;35.0;TRAFFIC;2018-01-29;Queens
JLD5106;21;65.0;TRAFFIC;2022-06-13;New York City
JKA8765;40;115.0;TRAFFIC;2019-09-27;Bronx
JVC8779;14;115.0;TRAFFIC;2023-02-18;Bronx
HTE2315;71;65.0;TRAFFIC;2018-12-05;Queens
12411JY;46;115.0;TRAFFIC;2019-01-19;New York City
6ET3302;21;65.0;TRAFFIC;2023-09-01;New York City
87030JW;42;65.0;TRAFFIC;2018-03-28;New York City
15862MC;38;65.0;TRAFFIC;2017-07-18;New York City
11260SH;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-04-20;Kings
T103387C;18;115.0;POLICE DEPARTMENT;2023-03-13;Kings
HGW8046;74;65.0;TRAFFIC;2016-10-19;New York City
KJX7899;71;65.0;TRAFFIC;2021-09-18;Queens
HKV5064;21;65.0;TRAFFIC;2020-10-23;Kings
KWX7014;21;65.0;DEPARTMENT OF SANITATION;2022-12-30;New York City
KSP1944;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-04-06;Queens
T628905C;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-11-14;Bronx
CMK6268;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-18;Richmond
7EE4137;21;65.0;TRAFFIC;2021-04-08;Kings
GNR7979;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-01-25;Kings
DZH7243;21;65.0;TRAFFIC;2023-03-18;Queens
P28NMB;38;35.0;TRAFFIC;2022-02-14;Kings
LAN3246;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-11-06;Queens
ZBN84G;37;65.0;TRAFFIC;2017-05-30;New York City
KMV7103;51;115.0;TRAFFIC;2023-09-13;Kings
N92GZV;17;95.0;TRAFFIC;2022-01-21;Kings
KKU4671;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-01-28;Kings
GSL6454;38;35.0;TRAFFIC;2017-11-04;Kings
AT243Z;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-28;Bronx
KSX7205;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-11;Queens
60084MJ;45;115.0;POLICE DEPARTMENT;2017-03-02;New York City
JGX9100;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-08-20;Queens
HMP1946;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-05-01;Kings
AS66998;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-19;Queens
ERG1729;38;35.0;TRAFFIC;2018-04-23;Kings
HJL2763;46;115.0;TRAFFIC;2017-08-24;Bronx
FXH7805;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-10-06;New York City
JRH8740;21;65.0;DEPARTMENT OF SANITATION;2022-08-31;Queens
12789E7;38;35.0;TRAFFIC;2022-03-28;Bronx
GAL2838;14;115.0;TRAFFIC;2018-07-26;New York City
KBT9313;14;115.0;TRAFFIC;2023-07-25;Kings
HLN2545;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-05-17;Queens
V95RDP;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-03-19;Bronx
GJK3835;20;60.0;TRAFFIC;2019-12-22;Bronx
HPU7099;21;45.0;TRAFFIC;2017-12-15;Kings
EEL7439;46;115.0;TRAFFIC;2017-11-17;Queens
KVN1206;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-07-03;Queens
KWR7933;5;50.0;DEPARTMENT OF TRANSPORTATION;2022-06-10;Queens
GZL7033;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-19;Kings
XCRZ30;48;115.0;TRAFFIC;2018-11-13;New York City
JCG4101;46;115.0;TRAFFIC;2019-08-23;Kings
JCF8676;38;35.0;TRAFFIC;2020-07-22;Queens
GXC2845;71;65.0;TRAFFIC;2016-05-11;Queens
S1147339;40;115.0;TRAFFIC;2022-05-28;Queens
KVH9169;21;65.0;TRAFFIC;2023-09-19;Kings
XX162A;46;115.0;TRAFFIC;2019-09-09;New York City
CCP1887;51;115.0;TRAFFIC;2019-05-21;Bronx
69407MC;71;65.0;TRAFFIC;2017-01-20;New York City
JJG8012;70;65.0;TRAFFIC;2021-11-09;Kings
DLE6544;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-20;Queens
89122KA;42;65.0;TRAFFIC;2022-06-08;New York City
DKDU31;38;65.0;TRAFFIC;2017-02-04;New York City
59962MN;53;115.0;TRAFFIC;2020-09-11;Kings
KED1987;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-10-25;Kings
11770ME;10;115.0;TRAFFIC;2023-07-22;New York City
H50RUY;40;115.0;TRAFFIC;2023-06-06;Kings
HME3952;7;50.0;DEPARTMENT OF TRANSPORTATION;2018-06-17;Queens
HXW4785;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-07-09;Kings
KFN6124;40;115.0;TRAFFIC;2021-09-19;Kings
26411ML;20;65.0;TRAFFIC;2019-11-22;New York City
GCA5570;21;65.0;TRAFFIC;2020-11-05;Bronx
HNP4637;31;115.0;TRAFFIC;2021-08-16;New York City
GAB2914;20;60.0;TRAFFIC;2016-07-12;Queens
HBB3371;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-01-10;Kings
KVT6966;21;65.0;TRAFFIC;2023-07-25;New York City
79464MJ;37;35.0;TRAFFIC;2019-04-12;Kings
JJA8552;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-10-22;Kings
GTW8673;38;35.0;TRAFFIC;2017-08-19;Kings
HUZ3925;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-06-22;Queens
T744462C;40;115.0;TRAFFIC;2019-06-25;New York City
JHF3262;38;35.0;TRAFFIC;2021-12-13;Kings
AM491V;46;115.0;POLICE DEPARTMENT;2017-10-24;New York City
AJ51081;5;50.0;DEPARTMENT OF TRANSPORTATION;2019-12-14;New York City
HBG5879;40;115.0;TRAFFIC;2021-10-06;Queens
AT115C;14;115.0;TRAFFIC;2019-03-12;Bronx
FYW7918;21;45.0;TRAFFIC;2016-08-09;Queens
JPN6390;38;35.0;TRAFFIC;2023-01-20;Queens
DBV3507;38;35.0;TRAFFIC;2016-11-23;Kings
Z50FLK;40;115.0;TRAFFIC;2018-10-01;Richmond
HCL3892;5;115.0;DEPARTMENT OF TRANSPORTATION;2017-10-26;Bronx
KHA6409;38;65.0;TRAFFIC;2021-01-04;New York City
ETL5539;17;95.0;TRAFFIC;2019-02-15;Kings
30616NA;46;115.0;TRAFFIC;2021-02-20;New York City
PLAF99;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-26;Queens
X51KEY;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-11-04;Kings
G69NKL;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-06-20;Queens
KLE1488;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-12-28;Bronx
T659525C;21;45.0;TRAFFIC;2020-01-29;Bronx
GPP4714;17;95.0;TRAFFIC;2019-02-08;New York City
P42FXC;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-10-18;Kings
CY46493;20;65.0;TRAFFIC;2023-05-26;New York City
624359;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-03-04;Bronx
HYX9512;21;65.0;TRAFFIC;2019-08-30;New York City
HME3974;21;45.0;TRAFFIC;2018-06-12;New York City
LAH5852;40;115.0;POLICE DEPARTMENT;2023-04-26;Kings
DAZ7715;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-10-01;Kings
KNW6405;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-08;New York City
13309MJ;71;65.0;TRAFFIC;2016-05-16;Kings
BB56297;98;95.0;POLICE DEPARTMENT;2021-10-19;Queens
HAV2029;21;45.0;TRAFFIC;2016-07-16;Bronx
JGH2741;19;115.0;TRAFFIC;2019-09-11;Queens
JKD3768;71;65.0;TRAFFIC;2019-07-16;Queens
HYY6045;40;115.0;TRAFFIC;2018-04-18;Bronx
EPD3800;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-10-05;Queens
FE5857;21;45.0;TRAFFIC;2019-09-26;New York City
HXX1766;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-02-05;Kings
GZK4529;21;65.0;TRAFFIC;2023-12-14;Kings
KYR6445;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-12;Bronx
68588ME;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-09-21;Queens
6VLM166;21;65.0;TRAFFIC;2023-01-23;Queens
AF37400;19;115.0;TRAFFIC;2021-09-30;New York City
KJV5198;53;115.0;TRAFFIC;2019-10-08;Bronx
KGF9869;70;65.0;TRAFFIC;2022-11-03;Bronx
33SY74;70;65.0;TRAFFIC;2017-07-18;Kings
KGW4358;38;35.0;TRAFFIC;2023-12-13;Kings
39460PC;19;115.0;TRAFFIC;2019-04-24;New York City
53794MC;40;115.0;TRAFFIC;2017-11-28;Queens
KLZ6659;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-27;Queens
GMW7541;38;35.0;TRAFFIC;2017-10-13;Kings
FSC7151;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-05-12;Kings
DJB1248;21;45.0;TRAFFIC;2019-11-18;Kings
HZX9042;70;65.0;TRAFFIC;2021-03-10;Queens
KHA8454;38;35.0;TRAFFIC;2021-06-02;Queens
HAM7249;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-10-17;Kings
JPE1427;38;65.0;TRAFFIC;2023-02-11;New York City
76642PC;48;115.0;TRAFFIC;2022-02-28;New York City
KHN6657;37;65.0;TRAFFIC;2022-05-14;New York City
FMW3058;40;115.0;TRAFFIC;2018-10-14;Bronx
JEJ2871;70;65.0;TRAFFIC;2021-01-11;Bronx
T780819C;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-01-09;Kings
GAW4615;38;35.0;TRAFFIC;2018-08-13;Queens
TOPHAT6;20;65.0;TRAFFIC;2022-06-08;New York City
HVB6254;16;95.0;TRAFFIC;2018-03-26;New York City
RBY2807;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-04-27;Kings
AU430L;19;115.0;TRAFFIC;2019-06-13;Kings
HGU9975;40;115.0;TRAFFIC;2018-12-28;Queens
FAY8338;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-01-02;Queens
OTR992;74;65.0;TRAFFIC;2018-10-16;Queens
KVN3107;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-04-18;Kings
HTW5843;20;65.0;TRAFFIC;2017-11-07;New York City
KED6017;40;115.0;TRAFFIC;2021-02-11;Bronx
71793ML;47;115.0;TRAFFIC;2020-08-10;New York City
GWR6345;70;65.0;TRAFFIC;2019-06-06;Kings
KVF5358;21;65.0;TRAFFIC;2023-05-05;New York City
KEU7364;21;65.0;TRAFFIC;2023-03-24;Queens
GWA9796;40;115.0;POLICE DEPARTMENT;2018-03-05;Queens
GGT7971;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-08;Queens
JGT1043;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-04-19;Bronx
68919ND;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-21;Kings
4BX2142;46;115.0;TRAFFIC;2017-04-29;Queens
GRN5826;37;65.0;TRAFFIC;2016-09-01;New York City
AG72404;21;65.0;TRAFFIC;2018-04-12;New York City
KNB5457;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-24;New York City
HEJ5601;71;65.0;TRAFFIC;2017-04-13;Kings
JDG2983;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-05-11;Richmond
2028717;84;65.0;TRAFFIC;2022-08-05;New York City
486ARR;20;60.0;TRAFFIC;2018-09-30;Bronx
XKKH56;21;65.0;DEPARTMENT OF SANITATION;2023-03-21;Queens
MJH1275;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-12-26;Kings
GYC2201;70;65.0;TRAFFIC;2019-01-13;Bronx
HDN2804;21;65.0;TRAFFIC;2020-10-22;Kings
HFD3518;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-01-06;Kings
HSU6591;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-12-11;Kings
HSW3911;14;115.0;TRAFFIC;2017-10-28;Bronx
XX951V;47;115.0;TRAFFIC;2016-08-22;New York City
VNJ6570;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-10-19;Kings
HFM8652;21;45.0;TRAFFIC;2018-06-19;Queens
GFG5753;17;95.0;POLICE DEPARTMENT;2016-12-03;New York City
JGA4997;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-07-24;Queens
XY736R;19;115.0;POLICE DEPARTMENT;2019-09-05;New York City
JBH5843;14;115.0;TRAFFIC;2018-10-16;Queens
JAU3865;7;50.0;DEPARTMENT OF TRANSPORTATION;2019-10-15;New York City
Y63DBW;19;115.0;TRAFFIC;2019-05-19;New York City
HZK8284;5;50.0;DEPARTMENT OF TRANSPORTATION;2020-12-04;Queens
FPZ6210;46;115.0;TRAFFIC;2019-02-05;Kings
FHP1335;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-12-07;Queens
HLE5166;21;45.0;TRAFFIC;2017-07-10;Kings
JZV3678;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-04-14;Kings
FAM9415;38;35.0;TRAFFIC;2019-03-18;Kings
90081JX;69;345.0;TRAFFIC;2019-07-12;New York City
VBU3703;14;115.0;POLICE DEPARTMENT;2023-08-24;Kings
HPZ4254;70;65.0;TRAFFIC;2023-06-05;New York City
T440082C;21;65.0;TRAFFIC;2022-11-14;Kings
GJA4589;50;115.0;TRAFFIC;2016-06-17;Bronx
HTC4532;38;65.0;TRAFFIC;2019-11-14;New York City
KEY6803;70;65.0;TRAFFIC;2021-05-04;Queens
HXS4226;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-06-07;Queens
JER7071;20;60.0;TRAFFIC;2023-12-09;Bronx
XKPF42;20;65.0;TRAFFIC;2021-04-19;New York City
HDC2288;21;65.0;TRAFFIC;2016-08-05;New York City
24292MM;69;65.0;TRAFFIC;2021-07-28;New York City
GYH8406;38;35.0;TRAFFIC;2023-09-09;Queens
F39HXU;19;115.0;TRAFFIC;2019-07-23;Kings
HCE2085;37;65.0;TRAFFIC;2017-02-17;New York City
59291JL;84;65.0;TRAFFIC;2019-09-27;New York City
HVV5684;40;115.0;TRAFFIC;2019-04-27;Kings
XCVS24;47;115.0;TRAFFIC;2020-01-24;New York City
ETF5686;37;35.0;TRAFFIC;2016-10-13;Queens
JML2231;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-10-27;Queens
584079;7;50.0;DEPARTMENT OF TRANSPORTATION;2019-07-14;Kings
KRS9221;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-07-27;Bronx
LHG5885;7;50.0;DEPARTMENT OF TRANSPORTATION;2021-05-06;Kings
32114JS;10;115.0;TRAFFIC;2017-07-20;New York City
CIJC36;20;65.0;TRAFFIC;2017-09-29;New York City
2704435;47;115.0;TRAFFIC;2017-11-04;New York City
JLN9745;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-08;Queens
HKS9130;71;65.0;TRAFFIC;2023-11-10;Queens
26437MJ;10;115.0;TRAFFIC;2023-05-23;New York City
97036JE;47;115.0;TRAFFIC;2017-03-15;New York City
JRT2063;74;65.0;TRAFFIC;2020-10-21;New York City
KHF7876;31;115.0;TRAFFIC;2021-01-09;Queens
562M978;20;60.0;TRAFFIC;2014-07-09;New York City
98692MM;38;65.0;TRAFFIC;2022-02-10;New York City
27357ND;14;115.0;TRAFFIC;2023-06-14;Queens
16408MJ;69;65.0;TRAFFIC;2022-01-13;New York City
T643004C;38;35.0;TRAFFIC;2023-02-15;New York City
HCR5425;38;35.0;TRAFFIC;2016-04-09;New York City
AK756E;20;65.0;TRAFFIC;2019-09-04;New York City
H81KJB;46;115.0;TRAFFIC;2018-08-23;New York City
GFF2551;20;65.0;TRAFFIC;2019-07-18;New York City
EGR3906;71;65.0;TRAFFIC;2017-10-20;Kings
JHZ9327;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-04-29;Kings
KNG1608;38;35.0;TRAFFIC;2022-02-19;Queens
KDH6001;19;115.0;TRAFFIC;2017-11-12;New York City
927636N;38;35.0;TRAFFIC;2017-04-11;Queens
KJB8956;21;65.0;TRAFFIC;2022-11-29;Bronx
GRB4282;5;115.0;DEPARTMENT OF TRANSPORTATION;2016-10-11;Kings
HPB8369;21;65.0;TRAFFIC;2022-04-08;Queens
JPD4401;21;65.0;TRAFFIC;2021-04-15;Queens
LBW8937;19;115.0;TRAFFIC;2021-02-05;New York City
GXX4784;20;60.0;TRAFFIC;2020-10-18;Bronx
KYF3159;38;35.0;TRAFFIC;2023-11-02;Queens
BABYUE;10;115.0;TRAFFIC;2018-07-21;New York City
GZH1996;37;35.0;TRAFFIC;2015-10-14;New York City
GBU9122;37;65.0;TRAFFIC;2016-08-13;New York City
P77RKJ;38;35.0;TRAFFIC;2023-02-13;Queens
KKR5733;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-04-29;Kings
T808262C;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-15;Queens
63505JM;46;115.0;TRAFFIC;2019-07-29;New York City
2167NYP;51;115.0;PARKS DEPARTMENT;2022-01-15;Bronx
GHH8006;71;65.0;TRAFFIC;2016-05-30;Kings
KXS2699;17;95.0;TRAFFIC;2023-06-11;Queens
JGL8115;40;115.0;TRAFFIC;2020-12-15;Kings
JJT6580;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-25;Kings
JKC3030;38;35.0;TRAFFIC;2021-05-24;Kings
KJS9264;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-12-03;Kings
KRH1030;14;115.0;TRAFFIC;2021-09-23;Queens
AW879F;21;65.0;TRAFFIC;2023-11-28;Kings
JLP8159;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-10-15;Queens
H39NBD;21;65.0;TRAFFIC;2023-06-05;Bronx
42746JZ;69;65.0;TRAFFIC;2018-03-14;New York City
C85MUT;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-02;Queens
P11LZB;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-06-24;Kings
JNU3119;20;65.0;TRAFFIC;2022-10-16;New York City
HWY6322;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-26;Kings
JSZ384;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-07-28;Kings
HWU2780;21;65.0;TRAFFIC;2022-04-29;Queens
X73RPY;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-30;Richmond
EDZ5324;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-01-05;Bronx
KWF6943;38;65.0;TRAFFIC;2023-11-08;New York City
FV637V;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-04-17;Queens
JKV7570;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-04-28;Kings
34139MM;69;65.0;TRAFFIC;2023-05-19;New York City
XFZF72;5;100.0;DEPARTMENT OF TRANSPORTATION;2022-05-26;New York City
FBX1766;20;60.0;TRAFFIC;2015-08-29;Bronx
AN307T;10;115.0;TRAFFIC;2018-07-30;New York City
JKC7428;70;65.0;TRAFFIC;2023-09-05;Kings
C206210;21;65.0;TRAFFIC;2022-02-10;New York City
KRM8973;31;115.0;TRAFFIC;2019-09-20;New York City
HDY7474;71;65.0;TRAFFIC;2017-02-02;Kings
42731JZ;69;65.0;TRAFFIC;2021-05-03;New York City
DRW4634;40;115.0;TRAFFIC;2017-07-27;New York City
AL262L;14;115.0;TRAFFIC;2017-02-17;New York City
KXH2207;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-26;Richmond
276TGL;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-07-29;Kings
KYD8093;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-19;Queens
68678PC;14;115.0;TRAFFIC;2018-10-12;Kings
92961NC;5;100.0;DEPARTMENT OF TRANSPORTATION;2023-11-08;New York City
L49NDH;40;115.0;TRAFFIC;2021-06-14;New York City
Z236ZS;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-06-23;Bronx
T679673C;14;115.0;TRAFFIC;2018-04-07;Queens
60500ML;69;65.0;TRAFFIC;2022-02-17;New York City
KEV6402;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-19;Kings
S58FSB;31;115.0;TRAFFIC;2022-10-26;New York City
HHS5458;40;115.0;TRAFFIC;2020-02-22;Kings
JGZ5278;21;65.0;DEPARTMENT OF SANITATION;2023-06-12;New York City
90950MJ;10;115.0;TRAFFIC;2017-06-09;New York City
KGA5477;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-07-01;Kings
D89MFL;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-09-23;New York City
JNK5519;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-08-07;Queens
FYC7978;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-06-22;Kings
Y88NCY;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-05-20;Richmond
HMX8975;98;95.0;POLICE DEPARTMENT;2017-11-06;Kings
CJN1964;38;35.0;TRAFFIC;2019-11-02;Queens
24759MH;46;115.0;TRAFFIC;2019-01-07;New York City
BD88316;21;65.0;TRAFFIC;2022-07-21;Kings
HSC7008;19;115.0;TRAFFIC;2017-06-14;New York City
JMX2498;40;115.0;TRAFFIC;2021-06-10;New York City
HHH7110;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-06-06;Queens
KDJ1154;21;65.0;TRAFFIC;2020-12-10;Kings
HUE1753;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-15;Kings
KRV5431;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-01-14;Queens
JPW9613;14;115.0;TRAFFIC;2021-03-29;New York City
XHB31K;19;115.0;TRAFFIC;2022-02-16;New York City
ETN1566;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-29;Kings
FFS3622;20;65.0;TRAFFIC;2018-02-15;New York City
74293ML;46;115.0;TRAFFIC;2021-08-04;New York City
HTS8864;20;60.0;TRAFFIC;2018-04-28;New York City
1WJP92;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-24;Kings
JGT4993;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-23;Queens
KLT5482;71;65.0;TRAFFIC;2022-04-12;Bronx
HDU9100;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-05;Kings
T623918C;21;45.0;TRAFFIC;2017-07-06;Queens
DAW8773;7;50.0;DEPARTMENT OF TRANSPORTATION;2021-12-13;Bronx
